CourtName,Area,DayOfHearing,DayPrinted,DateDifferenceHearingToResult,ResultType,DayOfPreviousCheck,AMPMofPreviousCheck,BestPredDay,BestPredAMPM,DateDifbetweenPrintingAndLastCheck
Hammersmith,L,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
LavenderHill,H,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
LavenderHill,H,Friday,Thursday,13,Adjournment,Null,Null,,Unknown,NotCheckedBefore
Thames,L,Tuesday,Thursday,2,Result,Wednesday,AM,,PM,1
Thames,L,Friday,Thursday,6,Result,Wednesday,AM,,PM,1
Thames,L,Friday,Thursday,6,Result,Wednesday,AM,,PM,1
Thames,L,Tuesday,Thursday,2,Result,Null,Null,,PM,NotCheckedBefore
Westminster,L,Tuesday,Thursday,2,Result,Null,Null,,PM,NotCheckedBefore
CityofLondon,B,Tuesday,Thursday,2,BailCon,Null,Null,,PM,NotCheckedBefore
Thames,L,Tuesday,Thursday,2,BailCon,Null,Null,,PM,NotCheckedBefore
Brighton&Hove,H,Saturday,Thursday,5,BailCon,Wednesday,AM,,PM,1
Croydon,H,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Redhill,H,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Crawley,H,Monday,Thursday,3,Adjournment,Wednesday,AM,,PM,1
Thames,B,Tuesday,Thursday,2,Result,Null,Null,,PM,NotCheckedBefore
Hendon,L,Wednesday,Thursday,8,Result,Null,Null,,PM,NotCheckedBefore
Croydon,H,Tuesday,Thursday,2,Result,Null,Null,,PM,NotCheckedBefore
Westminster,L,Tuesday,Thursday,2,Result,Null,Null,,PM,NotCheckedBefore
Westminster,L,Tuesday,Thursday,2,Result,Null,Null,,PM,NotCheckedBefore
Westminster,B,Tuesday,Thursday,2,Result,Null,Null,,PM,NotCheckedBefore
Westminster,H,Tuesday,Thursday,2,Result,Null,Null,,PM,NotCheckedBefore
Westminster,H,Tuesday,Thursday,2,Result,Null,Null,,PM,NotCheckedBefore
Westminster,L,Tuesday,Thursday,2,Result,Null,Null,,PM,NotCheckedBefore
MiltonKeynes,B,Wednesday,Thursday,8,Result,Null,Null,,PM,NotCheckedBefore
Aylesbury,B,Tuesday,Thursday,2,Result,Null,Null,,PM,NotCheckedBefore
MiltonKeynes,B,Monday,Thursday,3,Result,Null,Null,,PM,NotCheckedBefore
Westminster,L,Tuesday,Thursday,2,BailCon,Null,Null,,PM,NotCheckedBefore
Westminster,L,Tuesday,Thursday,2,BailCon,Null,Null,,PM,NotCheckedBefore
Reading,B,Thursday,Thursday,7,BailCon,Tuesday,PM,,AM,2
Aylesbury,B,Tuesday,Thursday,2,BailCon,Null,Null,,PM,NotCheckedBefore
Westminster,B,Tuesday,Thursday,2,Warrant,Null,Null,,PM,NotCheckedBefore
Westminster,H,Tuesday,Thursday,2,Warrant,Null,Null,,PM,NotCheckedBefore
Westminster,B,Tuesday,Thursday,2,Warrant,Null,Null,,PM,NotCheckedBefore
Croydon,H,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,B,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,H,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,H,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,B,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Medway,H,Tuesday,Wednesday,1,Adjournment,Wednesday,AM,,AM,0
Bromley,H,Tuesday,Wednesday,1,Adjournment,Null,Null,,AM,NotCheckedBefore
Thames,B,Tuesday,Wednesday,1,Adjournment,Null,Null,,AM,NotCheckedBefore
Thames,L,Tuesday,Wednesday,1,Warrant,Null,Null,,AM,NotCheckedBefore
Harrow,B,Wednesday,Wednesday,0,BailCon,Null,Null,,AM,NotCheckedBefore
Hammersmith,B,Tuesday,Wednesday,1,Result,Null,Null,,AM,NotCheckedBefore
Thames,L,Tuesday,Wednesday,1,Result,Null,Null,,AM,NotCheckedBefore
Croydon,H,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
HighburyCorner,B,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
HighburyCorner,B,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
HighburyCorner,B,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
Westminster,H,Friday,Wednesday,5,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Saturday,Wednesday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Saturday,Wednesday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Wednesday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Wednesday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,B,Monday,Wednesday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Aylesbury,L,Friday,Wednesday,5,Adjournment,Tuesday,PM,,AM,1
EastDorset,H,Monday,Wednesday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Friday,Wednesday,5,BailCon,Null,Null,,PM,NotCheckedBefore
Westminster,L,Friday,Wednesday,5,BailCon,Null,Null,,PM,NotCheckedBefore
Westminster,B,Friday,Wednesday,5,BailCon,Null,Null,,PM,NotCheckedBefore
Westminster,B,Monday,Wednesday,2,BailCon,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Wednesday,2,BailCon,Null,Null,,PM,NotCheckedBefore
Aylesbury,B,Friday,Wednesday,5,BailCon,Tuesday,PM,,AM,1
Westminster,B,Friday,Wednesday,5,Result,Null,Null,,PM,NotCheckedBefore
Westminster,H,Friday,Wednesday,5,Result,Null,Null,,PM,NotCheckedBefore
Westminster,L,Friday,Wednesday,5,Result,Null,Null,,PM,NotCheckedBefore
Westminster,B,Saturday,Wednesday,4,Result,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
Westminster,H,Saturday,Wednesday,4,Result,Null,Null,,PM,NotCheckedBefore
Westminster,B,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
EastBerkshire,B,Wednesday,Wednesday,7,Result,Tuesday,PM,,AM,1
Peterborough,B,Tuesday,Wednesday,1,Result,Null,Null,,AM,NotCheckedBefore
HighburyCorner,B,Monday,Wednesday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Feltham,H,Monday,Wednesday,2,Non-recResult,Null,Null,,PM,NotCheckedBefore
Medway,H,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
Snaresbrook,B,Tuesday,Wednesday,1,Result,Null,Null,,AM,NotCheckedBefore
Westminster,L,Monday,Wednesday,2,BailCon,Null,Null,,PM,NotCheckedBefore
Willesden,L,Thursday,Wednesday,6,Adjournment,Tuesday,AM,,PM,1
Willesden,L,Thursday,Wednesday,6,Adjournment,Tuesday,AM,,PM,1
Hammersmith,L,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
Hammersmith,L,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
Thames,L,Saturday,Wednesday,4,Result,Null,Null,,PM,NotCheckedBefore
Thames,L,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
HighburyCorner,B,Friday,Wednesday,5,Result,Tuesday,AM,,PM,1
StAlbans,B,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
Chelmsford,L,Wednesday,Wednesday,7,Result,Tuesday,AM,,PM,1
StAlbans,B,Monday,Wednesday,2,Result,Wednesday,AM,,PM,0
Blackfriars,B,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
Norwich,B,Monday,Wednesday,2,Result,Null,Null,,PM,NotCheckedBefore
Norwich,B,Monday,Wednesday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
LavenderHill,H,Friday,Wednesday,5,BailCon,Tuesday,AM,,PM,1
Hatfield,B,Monday,Wednesday,2,BailCon,Null,Null,,PM,NotCheckedBefore
Westminster,H,Friday,Tuesday,4,Adjournment,Monday,AM,,PM,1
Westminster,L,Friday,Tuesday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Friday,Tuesday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Thursday,Tuesday,5,Adjournment,Monday,AM,,PM,1
Croydon,H,Monday,Tuesday,1,Adjournment,Null,Null,,AM,NotCheckedBefore
Southwalk,L,Friday,Tuesday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Friday,Tuesday,4,BailCon,Null,Null,,PM,NotCheckedBefore
Westminster,L,Friday,Tuesday,4,BailCon,Null,Null,,PM,NotCheckedBefore
Westminster,L,Friday,Tuesday,4,Result,Null,Null,,PM,NotCheckedBefore
Westminster,L,Friday,Tuesday,4,Result,Null,Null,,PM,NotCheckedBefore
Westminster,L,Friday,Tuesday,4,Result,Null,Null,,PM,NotCheckedBefore
Hendon,L,Monday,Tuesday,8,Result,Monday,AM,,PM,1
Hendon,L,Monday,Tuesday,8,Result,Monday,AM,,PM,1
Westminster,B,Thursday,Tuesday,5,Result,Monday,AM,,PM,1
Reading,B,Friday,Tuesday,4,Result,Null,Null,,PM,NotCheckedBefore
Peterborough,B,Monday,Tuesday,1,Result,Null,Null,,AM,NotCheckedBefore
Cambridge,B,Friday,Tuesday,4,Result,Null,Null,,PM,NotCheckedBefore
Peterborough,B,Friday,Tuesday,25,Result,Null,Null,,Unknown,NotCheckedBefore
Peterborough,B,Monday,Tuesday,1,Result,Null,Null,,AM,NotCheckedBefore
Westminster,B,Wednesday,Friday,2,Adjournment,Null,Null,,AM,NotCheckedBefore
Westminster,L,Wednesday,Friday,2,Adjournment,Null,Null,,AM,NotCheckedBefore
Westminster,H,Wednesday,Friday,2,Adjournment,Null,Null,,AM,NotCheckedBefore
Westminster,L,Wednesday,Friday,2,Adjournment,Null,Null,,AM,NotCheckedBefore
Westminster,L,Wednesday,Friday,2,Adjournment,Null,Null,,AM,NotCheckedBefore
Westminster,H,Wednesday,Friday,2,Adjournment,Null,Null,,AM,NotCheckedBefore
Westminster,H,Wednesday,Friday,2,Adjournment,Thursday,AM,,PM,1
Westminster,L,Tuesday,Friday,3,Adjournment,Thursday,AM,,PM,1
Westminster,L,Monday,Friday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
Bromley,H,Tuesday,Friday,3,Adjournment,Thursday,AM,,PM,1
Croydon,H,Wednesday,Friday,2,BailCons,Null,Null,,AM,NotCheckedBefore
Westminster,L,Wednesday,Friday,2,BailCons,Null,Null,,AM,NotCheckedBefore
Westminster,H,Wednesday,Friday,2,BailCons,Null,Null,,AM,NotCheckedBefore
Westminster,B,Wednesday,Friday,2,Results,Null,Null,,AM,NotCheckedBefore
Westminster,L,Wednesday,Friday,2,Results,Null,Null,,AM,NotCheckedBefore
Westminster,L,Tuesday,Friday,3,Results,Thursday,AM,,PM,1
Dartford,H,Monday,Friday,18,Results,Null,Null,,Unknown,NotCheckedBefore
Westminster,L,Tuesday,Friday,3,Results,Thursday,AM,,PM,1
Croydon,H,Wednesday,Friday,2,Results,Null,Null,,AM,NotCheckedBefore
Westminster,B,Wednesday,Friday,2,Results,Null,Null,,AM,NotCheckedBefore
Hammersmith,L,Wednesday,Friday,2,Results,Null,Null,,AM,NotCheckedBefore
Westminster,H,Wednesday,Friday,2,Results,Null,Null,,AM,NotCheckedBefore
Blackfriars,B,Wednesday,Friday,2,Results,Null,Null,,AM,NotCheckedBefore
Hammersmith,L,Wednesday,Friday,2,Results,Null,Null,,AM,NotCheckedBefore
WestHampshire,H,Wednesday,Friday,2,Results,Null,Null,,AM,NotCheckedBefore
Basingstoke,H,Tuesday,Friday,3,Results,Thursday,AM,,PM,1
Staines,H,Wednesday,Friday,2,Results,Null,Null,,AM,NotCheckedBefore
Hammersmith,L,Wednesday,Friday,2,Adjournment,Null,Null,,AM,NotCheckedBefore
Tottenham,L,Tuesday,Friday,3,Adjournment,Thursday,AM,,PM,1
Eastbourne,H,Wednesday,Friday,2,Adjournment,Null,Null,,AM,NotCheckedBefore
Worthing,H,Monday,Friday,4,Adjournment,Thursday,AM,,PM,1
CamberwellGreen,H,Wednesday,Friday,2,Warrant,Null,Null,,AM,NotCheckedBefore
Luton&SouthBedfordshire,B,Wednesday,Friday,2,BailCons,Null,Null,,AM,NotCheckedBefore
Bromley,H,Wednesday,Friday,2,BailCons,Null,Null,,AM,NotCheckedBefore
Thames,L,Tuesday,Friday,3,Adjournment,Thursday,AM,,PM,1
Thames,L,Tuesday,Friday,3,Adjournment,Thursday,AM,,PM,1
Croydon,H,Tuesday,Friday,3,Adjournment,Thursday,AM,,PM,1
Croydon,H,Tuesday,Friday,3,Adjournment,Thursday,AM,,PM,1
Croydon,H,Tuesday,Friday,3,Adjournment,Thursday,AM,,PM,1
Croydon,H,Monday,Thursday,3,Results,Wednesday,AM,,PM,1
Croydon,H,Monday,Thursday,3,Adjournment,Wednesday,AM,,PM,1
Croydon,H,Monday,Thursday,3,Adjournment,Wednesday,AM,,PM,1
Folkestone,H,Monday,Thursday,3,Adjournment,Wednesday,AM,,PM,1
Croydon,H,Monday,Thursday,3,BailCons,Wednesday,AM,,PM,1
Medway,H,Monday,Thursday,3,BailCons,Wednesday,AM,,PM,1
Croydon,H,Monday,Thursday,3,NonRecResult,Wednesday,AM,,PM,1
Westminster,L,Thursday,Tuesday,5,Adjournment,Monday,AM,,PM,1
Westminster,L,Thursday,Tuesday,5,Adjournment,Monday,AM,,PM,1
Westminster,L,Thursday,Tuesday,5,BailCons,Monday,AM,,PM,1
Westminster,L,Thursday,Tuesday,5,Results,Monday,AM,,PM,1
Westminster,L,Thursday,Tuesday,5,Results,Monday,AM,,PM,1
Westminster,L,Thursday,Tuesday,5,Results,Monday,AM,,PM,1
Westminster,L,Thursday,Tuesday,5,Results,Monday,AM,,PM,1
LavendarHill,H,Thursday,Tuesday,5,Results,Monday,AM,,PM,1
Hammersmith,L,Friday,Wednesday,5,Adjournment,Tuesday,AM,,PM,1
Thames,L,Friday,Wednesday,5,Results,Tuesday,AM,,PM,1
Thames,L,Friday,Wednesday,5,Results,Tuesday,AM,,PM,1
Thames,L,Friday,Wednesday,5,Results,Tuesday,AM,,PM,1
Thames,L,Friday,Wednesday,5,Results,Tuesday,AM,,PM,1
Thames,L,Friday,Wednesday,5,Results,Tuesday,AM,,PM,1
Thames,L,Friday,Wednesday,5,Results,Tuesday,AM,,PM,1
Barkingside,L,Friday,Wednesday,5,Adjournment,Tuesday,AM,,PM,1
Thames,L,Friday,Wednesday,5,Adjournment,Tuesday,AM,,PM,1
Reading,B,Thursday,Wednesday,6,BailCons,Tuesday,AM,,PM,1
Bromley,H,Wednesday,Wednesday,7,BailCons,Tuesday,AM,,PM,1
Newbury,B,Wednesday,Wednesday,7,Adjournment,Tuesday,AM,,PM,1
Reading,B,Wednesday,Wednesday,7,BailCons,Tuesday,AM,,PM,1
Worthing,H,Friday,Thursday,6,Adjournment,Tuesday,AM,,PM,2
Reading,B,Friday,Thursday,6,Results,Tuesday,AM,,PM,2
Westminster,H,Thursday,Wednesday,6,Results,Monday,AM,,PM,2
Westminster,H,Thursday,Wednesday,6,Results,Monday,AM,,PM,2
Westminster,L,Thursday,Wednesday,6,Results,Monday,AM,,PM,2
Bromley,L,Thursday,Wednesday,6,Results,Monday,AM,,PM,2
Reading,B,Friday,Friday,7,BailCons,Tuesday,AM,,PM,3
MiltonKeynes,B,Thursday,Monday,4,Results,Friday,AM,,AM,3
Horsham,H,Wednesday,Monday,5,Adjournment,Friday,AM,,AM,3
LavendarHill,H,Wednesday,Monday,5,Adjournment,Friday,AM,,AM,3
Westminster,L,Wednesday,Monday,5,Adjournment,Friday,AM,,AM,3
Westminster,L,Wednesday,Monday,5,Results,Friday,AM,,AM,3
Westminster,L,Wednesday,Monday,5,Results,Friday,AM,,AM,3
Maidstone,H,Wednesday,Monday,5,Adjournment,Friday,AM,,AM,3
Guildford,H,Wednesday,Monday,5,Adjournment,Friday,AM,,AM,3
Guildford,H,Wednesday,Monday,5,Adjournment,Friday,AM,,AM,3
Guildford,H,Wednesday,Monday,5,Adjournment,Friday,AM,,AM,3
EastBerkshire,H,Tuesday,Monday,6,Adjournment,Friday,AM,,AM,3
Bromley,L,Tuesday,Monday,6,Results,Friday,AM,,AM,3
Bromley,H,Tuesday,Monday,6,Adjournment,Friday,AM,,AM,3
Bromley,H,Tuesday,Monday,6,Adjournment,Friday,AM,,AM,3
Brighton&Hove,H,Monday,Monday,7,Results,Friday,AM,,AM,3
Westminster,L,Monday,Monday,7,Results,Friday,AM,,AM,3
Westminster,L,Monday,Monday,7,Results,Friday,AM,,AM,3
Croydon,H,Friday,Monday,10,Adjournment,Friday,AM,,Unknown,3
Croydon,B,Friday,Monday,10,Adjournment,Friday,AM,,Unknown,3
Willesden,H,Monday,Monday,7,Results,Thursday,AM,,AM,4
Westminster,H,Friday,Monday,10,Adjournment,Monday,AM,,Unknown,7
Maidstone,H,Wednesday,Wednesday,7,Adjournment,Wednesday,AM,,PM,7
CamberwellGreen,H,Wednesday,Friday,2,Results,Null,Null,,AM,NotCheckedBefore
CityofLondon,B,Wednesday,Friday,2,Results,Null,Null,,AM,NotCheckedBefore
CamberwellGreen,H,Wednesday,Friday,2,BailCons,Null,Null,,AM,NotCheckedBefore
CamberwellGreen,H,Wednesday,Friday,2,Adjournment,Null,Null,,AM,NotCheckedBefore
Tottenham,B,Wednesday,Friday,2,NonRecResult,Null,Null,,AM,NotCheckedBefore
Thames,L,Wednesday,Friday,2,Adjournment,Null,Null,,AM,NotCheckedBefore
Peterborough,B,Wednesday,Friday,2,Adjournment,Null,Null,,AM,NotCheckedBefore
MiltonKeynes,B,Wednesday,Friday,2,BailCons,Null,Null,,AM,NotCheckedBefore
CityofLondon,B,Tuesday,Friday,3,Results,Null,Null,,PM,NotCheckedBefore
Bedford,B,Tuesday,Friday,3,BailCons,Null,Null,,PM,NotCheckedBefore
Aylesbury,B,Tuesday,Friday,3,Adjournment,Null,Null,,PM,NotCheckedBefore
CityofLondon,B,Monday,Friday,4,BailCons,Null,Null,,PM,NotCheckedBefore
CityofLondon,B,Monday,Friday,4,BailCons,Null,Null,,PM,NotCheckedBefore
Oxford,B,Monday,Friday,4,BailCons,Null,Null,,PM,NotCheckedBefore
Hammersmith,L,Friday,Friday,7,Results,Null,Null,,PM,NotCheckedBefore
Snaresbrook,B,Friday,Friday,7,Results,Null,Null,,PM,NotCheckedBefore
Woolwich,H,Friday,Friday,14,BailCons,Null,Null,,Unknown,NotCheckedBefore
Blackfriars,B,Friday,Monday,3,Adjournment,Null,Null,,AM,NotCheckedBefore
WestHampshire,H,Thursday,Monday,4,Results,Null,Null,,AM,NotCheckedBefore
Croydon,H,Thursday,Monday,4,Results,Null,Null,,AM,NotCheckedBefore
Staines,H,Thursday,Monday,4,Adjournment,Null,Null,,AM,NotCheckedBefore
Eastbourne,H,Thursday,Monday,4,Adjournment,Null,Null,,AM,NotCheckedBefore
Redhill,H,Thursday,Monday,4,BailCons,Null,Null,,AM,NotCheckedBefore
Stratford,B,Thursday,Monday,4,Results,Null,Null,,AM,NotCheckedBefore
CityofLondon,L,Thursday,Monday,4,Results,Null,Null,,AM,NotCheckedBefore
LavendarHill,H,Thursday,Monday,4,BailCons,Null,Null,,AM,NotCheckedBefore
Croydon,H,Thursday,Monday,4,Adjournment,Null,Null,,AM,NotCheckedBefore
Croydon,H,Thursday,Monday,4,Adjournment,Null,Null,,AM,NotCheckedBefore
Dartford,H,Thursday,Monday,4,Results,Null,Null,,AM,NotCheckedBefore
Hammersmith,L,Thursday,Monday,4,Adjournment,Null,Null,,AM,NotCheckedBefore
Thames,L,Thursday,Monday,4,BailCons,Null,Null,,AM,NotCheckedBefore
Peterborough,B,Thursday,Monday,4,Adjournment,Null,Null,,AM,NotCheckedBefore
Westminster,B,Thursday,Monday,4,Adjournment,Null,Null,,AM,NotCheckedBefore
EastDorset,H,Thursday,Monday,4,Adjournment,Null,Null,,AM,NotCheckedBefore
Cambridge,B,Thursday,Monday,4,Results,Null,Null,,AM,NotCheckedBefore
CityofLondon,B,Thursday,Monday,4,BailCons,Null,Null,,AM,NotCheckedBefore
CityofLondon,B,Thursday,Monday,4,Results,Null,Null,,AM,NotCheckedBefore
LavendarHill,H,Thursday,Monday,4,Results,Null,Null,,AM,NotCheckedBefore
Hammersmith,L,Thursday,Monday,4,Results,Null,Null,,AM,NotCheckedBefore
Tottenham,B,Thursday,Monday,4,NonRecResult,Null,Null,,AM,NotCheckedBefore
Dartford,H,Thursday,Monday,4,Adjournment,Null,Null,,AM,NotCheckedBefore
Uxbridge,L,Thursday,Monday,4,Adjournment,Null,Null,,AM,NotCheckedBefore
Uxbridge,L,Thursday,Monday,4,Results,Null,Null,,AM,NotCheckedBefore
Uxbridge,L,Thursday,Monday,4,Results,Null,Null,,AM,NotCheckedBefore
Uxbridge,L,Thursday,Monday,4,Results,Null,Null,,AM,NotCheckedBefore
HighburyCorner,L,Thursday,Monday,4,NonRecResult,Null,Null,,AM,NotCheckedBefore
HighburyCorner,B,Thursday,Monday,4,Adjournment,Null,Null,,AM,NotCheckedBefore
Portsmouth,H,Wednesday,Monday,5,Warrant,Null,Null,,AM,NotCheckedBefore
Stratford,L,Wednesday,Monday,5,BailCons,Null,Null,,AM,NotCheckedBefore
Westminster,L,Wednesday,Monday,5,Adjournment,Null,Null,,AM,NotCheckedBefore
Westminster,B,Wednesday,Monday,5,BailCons,Null,Null,,AM,NotCheckedBefore
CityofLondon,B,Tuesday,Monday,6,Results,Null,Null,,AM,NotCheckedBefore
Westminster,L,Monday,Monday,7,BailCons,Null,Null,,AM,NotCheckedBefore
Thames,L,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Hammersmith,B,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Hammersmith,L,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Barkingside,H,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Barkingside,L,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Dartford,H,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Barkingside,B,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
WestHampshire,H,Tuesday,Thursday,2,Warrant,Null,Null,,PM,NotCheckedBefore
Tottenham,L,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,B,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,H,Tuesday,Thursday,2,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,H,Tuesday,Thursday,2,BailCons,Null,Null,,PM,NotCheckedBefore
Westminster,H,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Ealing,B,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Blackfriars,B,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Bexley,H,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Westminster,B,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Westminster,H,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Peterborough,B,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Cambridge,B,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Cambridge,B,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Westminster,L,Tuesday,Thursday,2,Results,Null,Null,,PM,NotCheckedBefore
Worthing,H,Monday,Thursday,3,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Thursday,3,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Thursday,3,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Thursday,3,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Thursday,3,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,H,Monday,Thursday,3,Adjournment,Null,Null,,PM,NotCheckedBefore
CityofLondon,B,Monday,Thursday,3,BailCons,Null,Null,,PM,NotCheckedBefore
Ealing,L,Monday,Thursday,3,Results,Null,Null,,PM,NotCheckedBefore
Uxbridge,L,Monday,Thursday,3,Results,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Thursday,3,Results,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Thursday,3,Results,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Thursday,3,Results,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Thursday,3,Results,Null,Null,,PM,NotCheckedBefore
Westminster,B,Monday,Thursday,3,Results,Null,Null,,PM,NotCheckedBefore
Westminster,B,Monday,Thursday,3,Results,Null,Null,,PM,NotCheckedBefore
Westminster,H,Monday,Thursday,3,Results,Null,Null,,PM,NotCheckedBefore
Westminster,L,Monday,Thursday,3,Results,Null,Null,,PM,NotCheckedBefore
Westminster,H,Saturday,Thursday,5,Adjournment,Null,Null,,PM,NotCheckedBefore
Westminster,L,Saturday,Thursday,5,Results,Null,Null,,PM,NotCheckedBefore
Westminster,B,Saturday,Thursday,5,Results,Null,Null,,PM,NotCheckedBefore
Romford,L,Friday,Thursday,6,Results,Null,Null,,PM,NotCheckedBefore
Blackfriars,L,Monday,Tuesday,1,Results,Null,Null,,AM,NotCheckedBefore
Croydon,H,Friday,Tuesday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
LavendarHill,H,Friday,Tuesday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
Croydon,H,Friday,Tuesday,4,Results,Null,Null,,PM,NotCheckedBefore
LavendarHill,H,Friday,Tuesday,4,Results,Null,Null,,PM,NotCheckedBefore
Barkingside,B,Friday,Tuesday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
CamberwellGreen,H,Friday,Tuesday,4,NonRecResult,Null,Null,,PM,NotCheckedBefore
Guildford,H,Friday,Tuesday,4,Warrant,Null,Null,,PM,NotCheckedBefore
Portsmouth,H,Friday,Tuesday,4,Results,Null,Null,,PM,NotCheckedBefore
Guildford,H,Friday,Tuesday,4,Results,Null,Null,,PM,NotCheckedBefore
Hammersmith,L,Friday,Tuesday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
Wimbledon,L,Friday,Tuesday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
CityofLondon,B,Friday,Tuesday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
Wimbledon,L,Friday,Tuesday,4,Adjournment,Null,Null,,PM,NotCheckedBefore
Guildford,H,Thursday,Tuesday,5,Adjournment,Null,Null,,PM,NotCheckedBefore
Guildford,H,Thursday,Tuesday,5,Adjournment,Null,Null,,PM,NotCheckedBefore
Guildford,H,Thursday,Tuesday,5,Adjournment,Null,Null,,PM,NotCheckedBefore
Romford,B,Thursday,Tuesday,5,Results,Null,Null,,PM,NotCheckedBefore
Reading,B,Tuesday,Tuesday,7,Results,Null,Null,,PM,NotCheckedBefore
